Date,Open,High,Low,Close,Volume
2000-01-03,9.497023099816895,9.608822327150202,9.385224433640177,9.408761024475098,2602000
2000-01-04,9.408761344698918,9.438182785689651,9.138090260306862,9.24400520324707,2560000
2000-01-05,9.120438693886054,9.173396169635618,8.967450555311014,9.114554405212402,3970500
2000-01-06,9.096903359291998,9.285196133653969,8.961567506851784,9.238122940063477,3477000
2000-01-07,9.232237312749906,9.261658194769824,9.020407972288467,9.061596870422363,3451500
2000-01-10,9.114550309341281,9.14985546436121,8.979215097603758,9.014519691467285,3171500
2000-01-11,9.067478893750044,9.0733631809153,8.873301906548692,8.938027381896973,3466000
2000-01-12,8.943910811704445,8.961563110351562,8.802691300214589,8.961563110351562,3630500
2000-01-13,8.943915003839784,8.95568358255826,8.726201347958437,8.767390251159668,2971500
2000-01-14,8.790923884703576,8.820344760427561,8.655588641992388,8.743850708007812,3895000
2000-01-17,8.79681006142055,8.808578638700359,8.732084569851544,8.773273468017578,2545000
2000-01-18,8.814462495215935,8.820346783941979,8.590865135192871,8.590865135192871,2992500
2000-01-19,8.590863647110009,8.679125718085542,8.532021892355278,8.626168251037598,2506000
2000-01-20,8.590864234977525,8.679126311992777,8.490833581743384,8.532022476196289,3379500
2000-01-21,8.514370290439492,8.532022593854652,8.390803044220162,8.526138305664062,2603500
2000-01-24,8.820345643764831,8.820345643764831,8.502601388668808,8.51436996459961,3935500
2000-01-25,8.5143702267434,8.579095712885845,8.43199187616125,8.473180770874023,1866000
2000-01-26,8.479062162259652,8.52613532903706,8.237812042236328,8.237812042236328,4600000
2000-01-27,8.296655750291892,8.320192339266423,8.04952128548105,8.178972244262695,4393000
2000-01-28,8.649706614041234,9.179280831935602,8.473181874743112,8.920377731323242,13086000
2000-01-31,9.032177179734251,9.032177179734251,8.584981313069258,8.67912769317627,4953500
2000-02-01,8.726203209582643,8.914496019994386,8.702666608281175,8.879191398620605,3603500
2000-02-02,8.97333433529981,9.850073096333482,8.855651374281301,9.83830451965332,15585000
2000-02-03,10.003060259137836,10.29726791381836,9.920682474967492,10.29726791381836,14246500
2000-02-04,10.29727090922762,10.532636876975847,9.944221396448553,10.179587364196777,6400500
2000-02-07,10.209006966078844,10.279616182482206,9.897146413743098,10.167818069458008,4509000
2000-02-08,10.032479202152741,10.267846191524017,9.838302221540525,10.150162696838379,6065500
2000-02-09,10.150165988662048,10.261965232639975,9.897147178649902,9.897147178649902,3685000
2000-02-10,9.944217727367299,9.944217727367299,9.750040735330598,9.8853759765625,2898500
2000-02-11,9.891261116941463,10.003060340881348,9.732389835073691,10.003060340881348,2436500
2000-02-14,10.003059432420436,10.003059432420436,9.738272116166442,9.944217681884766,2123000
2000-02-15,9.891262297351613,9.979524380547488,9.738274162732568,9.81476879119873,2176500
2000-02-16,9.773581724890542,9.932453055481512,9.567636077308483,9.873612403869629,2654500
2000-02-17,9.714736971615874,10.203121637484026,9.714736971615874,10.003060340881348,4750000
2000-02-18,10.061902063749647,10.491444972328969,9.861840767803335,10.238426208496094,8237000
2000-02-21,10.091321253759045,10.279613953082894,10.032479504642087,10.191351890563965,2310500
2000-02-22,10.179585097561436,10.285500040042972,9.944219182220918,10.020713806152344,3828000
2000-02-23,10.061902096760925,10.167817032881537,9.897145404760735,10.003060340881348,2579500
2000-02-24,10.014829270918149,10.179584846435457,9.920682907104492,9.920682907104492,1931500
2000-02-25,10.061904171127146,10.350227599833493,9.950104924138685,10.226659774780273,4276500
2000-02-28,10.20312502090088,10.356113187994309,9.99129507841559,10.091325759887695,3370000
2000-02-29,10.061903953552246,10.297269898191086,10.032482509026545,10.061903953552246,3879500
2000-03-01,10.167816949791657,10.29726791381836,10.07367059007894,10.29726791381836,3367500
2000-03-02,10.185467781273232,10.473791122436523,10.167816041849031,10.473791122436523,3469500
2000-03-03,10.473792927657355,10.785653471554657,10.309037345632028,10.703275680541992,4731000
2000-03-06,10.815072561605612,11.332878646508599,10.72092620477109,11.297574043273926,7053500
2000-03-07,11.226961882071004,11.279919339436054,10.944522857666016,10.944522857666016,4726500
2000-03-08,10.76799860729807,10.979828456068857,10.597358768698395,10.885682106018066,2384500
2000-03-09,10.72680874157493,11.091626656499395,10.72680874157493,10.944522857666016,2583000
2000-03-10,11.003369308467404,11.238735262818457,10.773886520950903,11.179893493652344,3313500
2000-03-13,11.179893493652344,11.179893493652344,11.179893493652344,11.179893493652344,0
2000-03-14,11.17989154315868,11.403488880204046,10.979830236285522,11.350532531738281,3894000
2000-03-15,11.15046840049533,11.174004424705954,10.891565400300966,10.944522857666016,3199500
2000-03-16,11.168123136298297,11.39172159904809,11.097513922397576,11.285806655883789,5259500
2000-03-17,11.385837610953113,11.49175255690919,11.309342984512279,11.326995849609375,5525500
2000-03-20,11.150473248551648,11.291692822154268,11.009252552635624,11.056326866149902,2507000
2000-03-21,10.891566554906621,11.091627832313375,10.738578453224218,10.820956230163574,3300500
2000-03-22,10.856262229376373,10.909219693700205,10.667968399384382,10.68562126159668,2706000
2000-03-23,10.597360060555532,10.685622134198491,10.456140518264165,10.520865440368652,3366500
2000-03-24,10.873918407834223,11.003370538938563,10.620899557745041,10.650321006774902,8908000
2000-03-27,10.87391549155411,10.879799779781973,10.650318150461455,10.826842308044434,1589500
2000-03-28,10.73857963269229,10.920988068369788,10.726811056890345,10.744463920593262,1808500
2000-03-29,10.709159740974359,11.026903444058663,10.709159740974359,10.891568183898926,1733000
2000-03-30,10.93275821167713,11.068093485863969,10.850380413878764,11.05044174194336,3581500
2000-03-31,11.062208770663203,11.062208770663203,10.538519438025059,10.567939758300781,3212000
2000-04-03,10.856263548575422,10.856263548575422,10.373762023625659,10.491445541381836,1971500
2000-04-04,10.591476448229642,10.826842367060989,10.356110529398297,10.703275680541992,2502000
2000-04-05,10.709164103451952,10.709164103451952,10.185473469260607,10.632669448852539,3680500
2000-04-06,10.768000053998014,10.768000053998014,10.42083492067609,10.62678050994873,2124000
2000-04-07,10.626783847551012,10.738583109237435,10.36199754016341,10.650321006774902,1834000
2000-04-10,10.591477216716083,10.709160745827141,10.473793687605024,10.656203269958496,1752500
2000-04-11,10.532633781433107,10.815072859722086,10.414951393302598,10.532633781433105,1468000
2000-04-12,10.473793806919668,10.58559304861743,10.27373247853981,10.42672061920166,1770500
2000-04-13,10.250198958939002,10.314925028788029,10.091326490571538,10.267851829528809,1600500
2000-04-14,10.297269585845601,10.344342773345506,10.06190364834608,10.19723892211914,2684500
2000-04-17,9.708853058830739,10.462025094093992,9.655895588724789,10.385530471801758,3085500
2000-04-18,10.385532091442533,10.385532091442533,10.026599443131078,10.2325439453125,2246500
2000-04-19,10.23254378827034,10.291385554696266,9.832421123350047,9.897147178649902,3222500
2000-04-20,9.908914213039319,10.114859802296431,9.779463244915533,9.991291999816895,1335000
2000-04-21,9.991291999816895,9.991291999816895,9.991291999816895,9.991291999816895,0
2000-04-24,9.991291999816895,9.991291999816895,9.991291999816895,9.991291999816895,0
2000-04-25,10.003059673374995,10.2972673108272,9.814766964975675,10.279614448547363,2070500
2000-04-26,10.285497237451732,10.403180724212213,9.955985045760455,10.079551696777344,7370500
2000-04-27,10.114857416193232,10.279612950882417,9.979521069724807,10.079551696777344,3394500
2000-04-28,10.256077617592856,10.297266504038936,10.056016350015062,10.150162696838379,2480500
2000-05-01,10.150162696838379,10.150162696838379,10.150162696838379,10.150162696838379,0
2000-05-02,10.279614676956733,10.591475183618204,10.238425786368312,10.550286293029785,2507500
2000-05-03,10.579707196901676,10.638548953434702,10.456140518264165,10.520865440368652,1999500
2000-05-04,10.585591248901432,10.585591248901432,10.414951393302598,10.532633781433105,2201500
2000-05-05,10.591477394104004,10.662087737215895,10.414953219794269,10.591477394104004,1839500
2000-05-08,10.591478842695672,10.64443632669423,10.426722101109775,10.503216743469238,995500
2000-05-09,10.503216743469238,10.503216743469238,10.503216743469238,10.503216743469238,0
2000-05-10,10.503216743469238,10.503216743469238,10.503216743469238,10.503216743469238,0
2000-05-11,10.52086789141772,10.532636469928685,10.309039089787442,10.485563278198242,1765000
2000-05-12,10.414953219794269,10.63266629328872,10.332574299111506,10.591477394104004,4008500
2000-05-15,10.591477394104004,10.591477394104004,10.591477394104004,10.591477394104004,0
2000-05-16,10.768003144252706,10.79742459248555,10.609131813049316,10.609131813049316,2609500
2000-05-17,10.532632872580939,10.579706048233863,10.338455882723494,10.473791122436523,2634500
2000-05-18,10.367880838507226,10.744466371569043,10.367880838507226,10.709161758422852,2667500
2000-05-19,10.738581246799892,10.738581246799892,10.550288494919288,10.591477394104004,1637000
2000-05-22,10.438490780239295,10.703278202767434,10.426722200946157,10.609131813049316,2165500
2000-05-23,10.562055287372614,10.609128467386817,10.432603200598699,10.585591316223145,5084000
2000-05-24,10.473792927657355,10.726811711268514,10.373762271864878,10.703275680541992,6334500
2000-05-25,10.59147596945594,10.691506620726662,10.47379245420338,10.67973804473877,1374000
2000-05-26,10.573821991154606,10.644432317327526,10.20900515248152,10.397297859191895,2623500
2000-05-29,10.356112414488912,10.526752315835223,10.326690967833732,10.41495418548584,1228500
2000-05-30,10.385530887615362,10.550287592576275,10.385530887615362,10.420835494995117,1904000
2000-05-31,10.532635628562982,10.64443487085959,10.356111454253247,10.591477394104004,2356000
2000-06-01,10.65031671139022,11.003366101165351,10.644432423957442,10.973944664001465,1799000
2000-06-02,10.879801480987226,11.29169274283662,10.85626544670882,11.179893493652344,3955000
2000-06-05,11.179889767419116,11.179889767419116,10.956292465888465,11.062206268310547,2883000
2000-06-06,10.944523855378067,11.115163693977742,10.779767181632673,10.885682106018066,2180000
2000-06-07,11.00336460166195,11.015132052610802,10.879796827039195,10.944522857666016,1765000
2000-06-08,11.03278515566196,11.209309269227376,10.885681353586468,11.168120384216309,3043500
2000-06-09,11.174003682019055,11.250498280823388,11.068088774328654,11.226961135864258,2960000
2000-06-12,11.226961135864258,11.226961135864258,11.226961135864258,11.226961135864258,0
2000-06-13,11.209312022694238,11.226964887312224,10.956294363715745,11.174007415771484,1570500
2000-06-14,11.06809131646581,11.326994358917302,11.06809131646581,11.297574043273926,2189000
2000-06-15,11.297578764997139,11.474102977260332,11.238736986804886,11.244621276855469,5038000
2000-06-16,11.368186635817118,11.37995521450504,11.079863191843604,11.097516059875488,1596000
2000-06-19,11.097516059875488,11.097516059875488,11.097516059875488,11.097516059875488,0
2000-06-20,11.209312326344351,11.297575529512034,11.015135299539297,11.150471687316895,1665500
